videoId,title,description,viewCount,likeCount,favoriteCount,commentCount,publishedAt,channelId,channelTitle,country
F2utz6L76D0,"방콕 풀코스, 동남아 안 가본 곽튜브와 함께 【쇼트트립】",2박~ 3일! 15:30 좁밥트립 시작 -------------------------------------- 카메라 Gopro10 Galaxy S21 -------------------------------------- 배경음악 ...,4282043,46869,0,3483,2022-10-11T03:00:08Z,UCNhofiqfw5nl-NeDJkXtPvw,빠니보틀 Pani Bottle,태국
