videoId,title,description,viewCount,likeCount,favoriteCount,commentCount,publishedAt,channelId,channelTitle,country
wYExhs15iRo,필리핀 입국과 동시에 황홀한 현지인 반응 - 필리핀1,필리핀 잘 도착했습니다. 필리핀 사람들 너무 친절하고 좋네요ㅎ 카메라 : GoPro 8 편집 프로그램 : Final Cut Pro 이메일 ...,628889,14525,0,1004,2022-05-07T09:23:21Z,UCxU8QX7IRRIW0VLuoWWoxbw,여행가 제이 [Jay world traveler],필리핀
