,Year,month,KTO_total,KTO_perc,USA_total,USA_perc,Canada_total,Canada_perc,Brazil_total,Brazil_perc,DominicanRepublic_total,DominicanRepublic_perc,Jamaica_total,Jamaica_perc,Guatemala_total,Guatemala_perc,Chile_total,Chile_perc,CostaRica_total,CostaRica_perc,Panama_total,Panama_perc,Peru_total,Peru_perc,Mexico_total,Mexico_perc,Ecuador_total,Ecuador_perc
71,,10월,714880,-0.234,53166,0.11316764724356698,9992,-0.1828590121033693,1971,-0.32244757648676525,140,0.14754098360655732,11,1.75,626,,520,-0.05797101449275366,231,0.34302325581395343,,,,,,,,
72,,11월,721940,0.021,49710,0.2637921391162861,6298,-0.1548577563070317,2210,-0.30195830701200255,166,0.05063291139240511,26,2.25,560,,511,-0.0641025641025641,192,0.2387096774193549,,,,,,,,
73,,12월,888782,0.331,80565,0.5663763269432671,10286,-0.0103906099672888,2474,0.09906708129720121,137,0.07874015748031504,16,0.7777777777777777,911,,756,0.9042821158690175,311,0.19615384615384612,,,,,,,,
74,2010년,1월,1118261,0.376,98629,0.39982684719975015,10271,-0.06303594234628718,2857,0.5140434552199258,288,0.3395348837209302,22,-0.5,875,-0.15213178294573648,1322,0.4527472527472527,340,0.3076923076923077,,,7811,0.2684313088665151,,,50,
75,,2월,908103,0.205,64648,0.5003016941285681,8179,0.0506101477199743,2539,0.271407110665999,263,1.5288461538461537,4,-0.8787878787878788,502,-0.3008356545961003,760,0.13432835820895517,249,0.31746031746031744,,,,,,,41,
76,,3월,950185,0.353,68094,0.45845916597057124,9852,0.02103844958026735,2518,0.1481988144094848,221,0.2628571428571429,12,-0.4782608695652174,586,-0.26841448189762795,603,0.015151515151515138,276,0.2777777777777777,,,,,,,40,
77,,4월,935904,0.274,70945,0.48862730286625533,10544,0.16856921201374275,2168,0.2927847346451997,164,-0.06818181818181823,26,1.3636363636363638,771,-0.21566632756866733,501,-0.013779527559055094,246,0.08370044052863435,,,,,,,40,
78,,5월,1023815,0.388,94332,0.725922131147541,15528,0.3216443952676824,2394,0.5229007633587786,222,0.35365853658536595,23,-0.25806451612903225,584,-0.14494875549048314,433,-0.006880733944954143,230,0.1499999999999999,,,,,,,64,
79,,6월,997597,0.364,101045,0.5910844473837529,21838,0.4141950524543454,2325,0.2888026607538803,217,0.10152284263959399,40,1,652,-0.06723891273247495,382,0,299,0.6162162162162161,,,,,,,49,
80,,7월,1223723,0.228,128711,0.43889950922851617,27087,0.18057008368200833,2608,0.24844423168980367,279,0.4761904761904763,16,-0.40740740740740744,879,0.34403669724770647,248,-0.4337899543378996,273,0.007380073800737907,,,,,,,54,
81,,8월,1235742,0.186,119191,0.3430123156317255,21047,0.2720294935331802,3134,0.45025451180009246,207,-0.004807692307692291,102,4.666666666666667,914,-0.04493207941483801,252,-0.4084507042253521,312,0.16417910447761197,,,,,,,48,
82,,9월,1013123,0.539,97350,0.7338415231446025,14849,0.10278499814333464,2301,0.0931116389548694,141,0.052238805970149294,15,-0.5161290322580645,621,-0.1573948439620081,182,-0.5777262180974478,197,0.13218390804597702,,,,,,,46,
83,,10월,1055581,0.477,91134,0.714,12104,0.211,2459,0.714,103,-0.26428571428571423,37,0.714,756,0.714,284,-0.4538461538461539,218,-0.05627705627705626,,,,,,,54,
84,,11월,1004902,0.392,80737,0.624,7146,0.135,2868,0.624,152,-0.08433734939759041,56,0.624,793,0.624,634,0.24070450097847362,271,0.41145833333333326,,,,,,,30,
85,,12월,1021428,0.149,92702,0.151,11508,0.114,2688,0.151,211,0.5401459854014599,22,0.151,877,0.151,940,0.24338624338624348,325,0.045016077170418,,,,,,,33,
86,2011년,1월,1268007,0.134,125025,0.26762919628101267,11023,0.07321585045273094,4117,0.4410220511025551,158,-0.45138888888888884,47,1.1363636363636362,1077,0.23085714285714287,1402,0.06051437216338873,341,0.002941176470588225,,,9680,0.23927794136474212,,,28,-0.43999999999999995
87,,2월,1091628,0.20209711893915117,83156,0.28628882564039104,7838,-0.04169213840322783,4239,0.669554942890902,155,-0.4106463878326996,31,6.75,634,0.26294820717131473,873,0.14868421052631575,240,-0.03614457831325302,,,,,,,23,-0.4390243902439024
88,,3월,868694,-0.08576329872603757,74906,0.029,8096,-0.17823792123426718,3613,0.029,223,0.009049773755656076,28,0.029,570,0.029,1373,1.2769485903814264,300,0.08695652173913038,,,,,,,44,0.029
89,,4월,867487,-0.07310258317092351,74273,0.046909577841990346,9698,-0.08023520485584223,3348,0.5442804428044281,153,-0.06707317073170727,30,0.15384615384615374,694,-0.09987029831387806,716,0.4291417165668663,298,0.21138211382113825,,,,,,,37,-0.07499999999999996
90,,5월,1014409,-0.009187206673080586,100492,0.06530127634312843,14521,-0.0648505924781041,4126,0.7234753550543025,202,-0.09009009009009006,46,1,554,-0.05136986301369861,652,0.5057736720554273,254,0.10434782608695659,,,,,,,41,-0.359375
91,,6월,1053658,0.05619603908191384,109639,0.08505121480528488,18957,-0.13192600054950088,3443,0.48086021505376353,252,0.16129032258064524,28,-0.30000000000000004,676,0.036809815950920255,550,0.4397905759162304,360,0.2040133779264215,,,,,,,35,-0.2857142857142857
92,,7월,1241629,0.014632396383822155,137088,0.06508379237205841,25302,-0.06589877062797656,3886,0.49003067484662566,262,-0.06093189964157708,45,1.8125,724,-0.17633674630261664,443,0.7862903225806452,299,0.09523809523809534,,,,,,,43,-0.20370370370370372
93,,8월,1247222,0.009289965057431081,129505,0.08653337919809378,17267,-0.17959804247636246,3818,0.21825143586470963,231,0.11594202898550732,70,-0.3137254901960784,854,-0.06564551422319476,578,1.2936507936507935,283,-0.09294871794871795,,,,,,,51,0.0625
94,,9월,1013507,0.000379026041260538,95192,-0.02216743708269131,14739,-0.007407906256313601,3411,0.48239895697522805,263,0.8652482269503545,49,2.2666666666666666,774,0.24637681159420288,652,2.5824175824175826,181,-0.08121827411167515,,,,,,,27,-0.4130434782608695
95,,10월,1032589,-0.02178136969119376,93323,0.024019575570039642,10775,-0.10979841374752153,3034,0.23383489223261478,202,0.9611650485436893,30,-0.18918918918918914,1287,0.7023809523809523,641,1.257042253521127,185,-0.1513761467889908,,,,,,,39,-0.2777777777777778
96,,11월,974255,-0.030497501248878,86739,0.07434014144692025,7156,0.0013993842709207893,3984,0.38912133891213396,164,0.07894736842105265,34,-0.3928571428571429,626,-0.21059268600252212,933,0.47160883280757093,284,0.047970479704797064,,,,,,,39,0.30000000000000004
97,,12월,1020648,-0.0007636367908457571,101859,0.09877888287199843,10311,-0.10401459854014594,3611,0.3433779761904763,162,-0.23222748815165872,39,0.7727272727272727,818,-0.06727480045610035,995,0.0585106382978724,286,-0.12,,,,,,,32,-0.030303030303030276
98,2012년,1월,1200782,-0.0530162688376326,123371,-0.013229354129174142,9177,-0.16746802140977957,4199,0.01991741559387905,226,0.4303797468354431,52,0.1063829787234043,936,-0.13091922005571033,1414,0.008559201141226769,309,-0.09384164222873903,346,,10588,0.09380165289256204,4121,,29,0.03571428571428581
99,,2월,1150334,0.05377839337210112,91386,0.09897060945692426,8273,0.05549885174789493,3973,-0.06275064873790992,154,-0.006451612903225823,45,0.4516129032258065,532,-0.1608832807570978,1199,0.3734249713631157,235,-0.02083333333333337,454,,,,3518,,45,0.9565217391304348
100,,3월,1018952,0.17296999864163906,84561,0.1288948815849198,7505,-0.07299901185770752,4698,0.3003044561306394,252,0.13004484304932729,24,-0.1428571428571429,614,0.07719298245614037,1163,-0.15294974508375825,394,0.31333333333333324,461,,,,4310,,40,-0.09090909090909094
101,,4월,1018645,0.17424814435259547,88266,0.18839955300041744,7797,-0.1960197978964735,4148,0.23894862604540035,165,0.07843137254901955,15,-0.5,782,0.12680115273775217,947,0.3226256983240223,313,0.05033557046979875,372,,,,3321,,32,-0.1351351351351351
102,,5월,1096950,0.08136856041300895,104367,0.03856028340564421,13057,-0.10081950278906415,4158,0.007755695588948175,225,0.11386138613861396,25,-0.4565217391304348,617,0.11371841155234663,679,0.04141104294478537,251,-0.011811023622047223,359,,,,3444,,47,0.14634146341463405
103,,6월,1109273,0.05278278150974984,116625,0.06371820246445159,17797,-0.06119111673788047,4899,0.42288701713621846,245,-0.02777777777777779,18,-0.3571428571428571,718,0.062130177514792884,907,0.6490909090909092,238,-0.3388888888888889,378,,,,3933,,38,0.08571428571428563
104,,7월,1305418,0.05137524977267767,130245,-0.04991684173669464,24004,-0.05130029246699863,4330,0.11425630468347925,235,-0.10305343511450382,42,-0.06666666666666665,894,0.23480662983425415,552,0.24604966139954842,292,-0.02341137123745818,377,,,,3705,,24,-0.4418604651162791
105,,8월,1334651,0.07009898799091101,131807,0.017775375468128685,16770,-0.028783228123009263,4174,0.09324253535882665,129,-0.4415584415584416,17,-0.7571428571428571,701,-0.17915690866510536,535,-0.0743944636678201,275,-0.028268551236749095,348,,,,3720,,31,-0.3921568627450981
106,,9월,1059709,0.045586266301071425,103249,0.08463946550130252,14101,-0.04328651875975309,3690,0.08179419525065956,195,-0.2585551330798479,22,-0.5510204081632653,603,-0.22093023255813948,681,0.04447852760736204,209,0.15469613259668513,357,,,,3063,,34,0.2592592592592593
107,,10월,1154742,0.11829779321685588,104436,0.1190810411152663,13617,0.2637587006960558,4139,0.3642056690837179,148,-0.26732673267326734,38,0.2666666666666666,563,-0.5625485625485626,719,0.12168486739469575,242,0.30810810810810807,326,,,,3779,,35,-0.10256410256410253
108,,11월,1117550,0.14708161620930865,99150,0.14308442569086566,7292,0.019005030743432183,4029,0.011295180722891596,171,0.04268292682926833,20,-0.4117647058823529,541,-0.1357827476038339,1163,0.2465166130760985,302,0.06338028169014076,376,,,,4815,,37,-0.05128205128205132
109,,12월,1169970,0.1463011733722106,117606,0.1545960592583866,11221,0.08825526137135098,3552,-0.01633896427582382,168,0.03703703703703698,32,-0.17948717948717952,756,-0.07579462102689483,1071,0.07638190954773871,377,0.3181818181818181,357,,,,5886,,27,-0.15625
110,2013년,1월,1425900,0.18747616136817508,135766,0.10046931612777721,10429,0.13642802658820963,44339,-0.11302486547040347,210,-0.07079646017699115,13,-0.75,1027,0.09722222222222232,1870,0.3224893917963225,385,0.24595469255663427,399,0.15317919075144504,11175,0.05544012089157535,5049,0.22518806115020618,22,-0.24137931034482762
111,,2월,1184807,0.02996781804241203,91720,0.003654826778718867,8325,0.006285507071195351,44339,,176,0.1428571428571428,33,-0.2666666666666667,614,0.15413533834586457,1089,-0.09174311926605505,247,0.051063829787234116,425,-0.06387665198237891,,,3699,0.05144968732234223,18,-0.6
112,,3월,1113946,0.09322715888481499,92551,0.09448800274358149,8175,0.08927381745503005,44339,,252,0,30,0.25,852,0.3876221498371335,1113,-0.042992261392949316,352,-0.10659898477157359,370,-0.1973969631236443,,,5157,0.19651972157772613,23,-0.42500000000000004
113,,4월,1097420,0.07733312390479509,94652,0.07234948904447913,8842,0.13402590740028208,44339,,156,-0.054545454545454564,36,1.4,633,-0.19053708439897699,888,-0.0623020063357973,220,-0.2971246006389776,315,-0.15322580645161288,,,4383,0.3197831978319783,26,-0.1875
114,,5월,1185405,0.08063722138657185,120355,0.15319018463690637,13985,0.07107298766944936,44339,,126,-0.43999999999999995,56,1.2400000000000002,712,0.15397082658022687,701,0.032400589101620136,273,0.08764940239043817,272,-0.24233983286908078,,,4695,0.36324041811846697,32,-0.3191489361702128
115,,6월,1221491,0.10116355486881949,131007,0.12331832797427644,18518,0.040512445917851414,44339,,286,0.1673469387755102,59,2.2777777777777777,726,0.011142061281337101,554,-0.3891951488423374,241,0.012605042016806678,287,-0.2407407407407407,,,4699,0.19476226798881258,21,-0.4473684210526315
116,,7월,1417422,0.08579933783661632,151207,0.16094283849667934,24728,0.030161639726712153,44339,,226,-0.03829787234042559,24,-0.4285714285714286,657,-0.2651006711409396,657,0.1902173913043479,326,0.11643835616438358,311,-0.17506631299734743,,,4697,0.2677462887989204,23,-0.04166666666666663
117,,8월,1407186,0.05434754104256469,143227,0.08664183237612577,18046,0.07608825283243892,44339,,438,2.395348837209302,22,0.2941176470588236,541,-0.22824536376604854,588,0.09906542056074774,320,0.16363636363636358,256,-0.26436781609195403,,,4470,0.2016129032258065,22,-0.29032258064516125
118,,9월,1195238,0.12789265732385022,123909,0.20009879030305378,16638,0.17991631799163188,44339,,105,-0.46153846153846156,41,0.8636363636363635,479,-0.20563847429519067,516,-0.2422907488986784,249,0.19138755980861255,302,-0.15406162464985995,,,3994,0.30395037544890635,20,-0.4117647058823529
119,,10월,1239143,0.07309078564735673,117240,0.12260140181546597,13068,-0.040317250495703894,44339,,140,-0.05405405405405406,10,-0.736842105263158,443,-0.2131438721136767,772,0.07371349095966617,223,-0.07851239669421484,257,-0.2116564417177914,,,5135,0.3588250860015878,23,-0.34285714285714286
120,,11월,1154064,0.03267325846718268,108660,0.0959152798789713,7478,0.025507405375754244,44339,,241,0.4093567251461989,23,0.1499999999999999,494,-0.08687615526802217,965,-0.17024935511607908,328,0.08609271523178808,295,-0.21542553191489366,,,6192,0.28598130841121505,24,-0.3513513513513513
