videoId,title,description,viewCount,likeCount,favoriteCount,commentCount,publishedAt,channelId,channelTitle,country
49tjroGV8nk,도쿄의 고독한 대식가 - 일본(1),안녕하세요 '디스이즈네버댓'의 초청으로 일본에 잠시 왔습니다. 당분간 일본 먹방여행으로 찾아뵙겠습니다. 감사합니다.,4012681,43816,0,4047,2022-08-28T12:59:35Z,UClRNDVO8093rmRTtLe4GEPw,곽튜브,일본
