videoId,title,description,viewCount,likeCount,favoriteCount,commentCount,publishedAt,channelId,channelTitle,country
29MMeii6ifo,[배고파_홍콩_EP.01] 산속으로 딤섬 먹으러 갔습니다,백종원 #배고파홍콩 #홍콩 #딤섬 #카트국수 새소리 들으면서 산에서 먹는 홍콩 딤섬! 들어보셨어요? 긴말 필요 없이 바로 보여 ...,2261801,32707,0,1552,2023-03-30T08:00:01Z,UCyn-K7rZLXjGl7VXGweIlcA,백종원 PAIK JONG WON,홍콩
